% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
27.504	1	0	1	1	2750	6	0	12	1	15	1	0	28	403
27.509	1	0	1	1	2751	1	0	0	13	15	1	0	28	5271
27.5095	1	0	1	1	2751	1	1	7	6	14	1	0	28	2433
27.604	1	0	1	1	2760	6	0	12	1	15	1	0	28	403
27.609	1	0	1	1	2761	1	0	0	13	15	1	0	28	5271
27.6095	1	0	1	1	2761	1	1	7	6	14	1	0	28	2433
27.704	1	0	1	1	2770	6	0	12	1	15	1	0	28	403
27.709	1	0	1	1	2771	1	0	0	13	15	1	0	28	5271
27.7095	1	0	1	1	2771	1	1	7	6	14	1	0	28	2433
27.804	1	0	1	1	2780	6	0	12	1	15	1	0	28	403
27.809	1	0	1	1	2781	1	0	0	13	15	1	0	28	5271
27.8095	1	0	1	1	2781	1	1	7	6	14	1	0	28	2433
27.904	1	0	1	1	2790	6	0	12	1	15	1	0	28	403
27.909	1	0	1	1	2791	1	0	0	13	15	1	0	28	5271
27.9095	1	0	1	1	2791	1	1	7	6	14	1	0	28	2433
28.004	1	0	1	1	2800	6	0	12	1	15	1	0	28	403
28.009	1	0	1	1	2801	1	0	0	13	15	1	0	28	5271
28.0095	1	0	1	1	2801	1	1	7	6	14	1	0	28	2433
28.104	1	0	1	1	2810	6	0	12	1	15	1	0	28	403
28.109	1	0	1	1	2811	1	0	0	13	15	1	0	28	5271
28.1095	1	0	1	1	2811	1	1	7	6	14	1	0	28	2433
28.204	1	0	1	1	2820	6	0	12	1	15	1	0	28	403
28.209	1	0	1	1	2821	1	0	0	13	15	1	0	28	5271
28.2095	1	0	1	1	2821	1	1	7	6	14	1	0	28	2433
28.304	1	0	1	1	2830	6	0	12	1	15	1	0	28	403
28.309	1	0	1	1	2831	1	0	0	13	15	1	0	28	5271
28.3095	1	0	1	1	2831	1	1	7	6	14	1	0	28	2433
28.404	1	0	1	1	2840	6	0	12	1	15	1	0	28	403
28.409	1	0	1	1	2841	1	0	0	13	15	1	0	28	5271
28.4095	1	0	1	1	2841	1	1	7	6	14	1	0	28	2433
28.504	1	0	1	1	2850	6	0	12	1	15	1	0	28	403
28.509	1	0	1	1	2851	1	0	0	13	15	1	0	28	5271
28.5095	1	0	1	1	2851	1	1	7	6	14	1	0	28	2433
28.604	1	0	1	1	2860	6	0	12	1	15	1	0	28	403
28.609	1	0	1	1	2861	1	0	0	13	15	1	0	28	5271
28.6095	1	0	1	1	2861	1	1	7	6	14	1	0	28	2433
28.704	1	0	1	1	2870	6	0	12	1	15	1	0	28	403
28.709	1	0	1	1	2871	1	0	0	13	15	1	0	28	5271
28.7095	1	0	1	1	2871	1	1	7	6	14	1	0	28	2433
28.804	1	0	1	1	2880	6	0	12	1	15	1	0	28	403
28.809	1	0	1	1	2881	1	0	0	13	15	1	0	28	5271
28.8095	1	0	1	1	2881	1	1	7	6	14	1	0	28	2433
28.904	1	0	1	1	2890	6	0	12	1	15	1	0	28	403
28.909	1	0	1	1	2891	1	0	0	13	15	1	0	28	5271
28.9095	1	0	1	1	2891	1	1	7	6	14	1	0	28	2433
29.004	1	0	1	1	2900	6	0	12	1	15	1	0	28	403
29.009	1	0	1	1	2901	1	0	0	13	15	1	0	28	5271
29.0095	1	0	1	1	2901	1	1	7	6	14	1	0	28	2433
29.104	1	0	1	1	2910	6	0	12	1	15	1	0	28	403
29.109	1	0	1	1	2911	1	0	0	13	15	1	0	28	5271
29.1095	1	0	1	1	2911	1	1	7	6	14	1	0	28	2433
29.204	1	0	1	1	2920	6	0	12	1	15	1	0	28	403
29.209	1	0	1	1	2921	1	0	0	13	15	1	0	28	5271
29.2095	1	0	1	1	2921	1	1	7	6	14	1	0	28	2433
29.304	1	0	1	1	2930	6	0	12	1	15	1	0	28	403
29.309	1	0	1	1	2931	1	0	0	13	15	1	0	28	5271
29.3095	1	0	1	1	2931	1	1	7	6	14	1	0	28	2433
29.404	1	0	1	1	2940	6	0	12	1	15	1	0	28	403
29.409	1	0	1	1	2941	1	0	0	13	15	1	0	28	5271
29.4095	1	0	1	1	2941	1	1	7	6	14	1	0	28	2433
29.504	1	0	1	1	2950	6	0	12	1	15	1	0	28	403
29.509	1	0	1	1	2951	1	0	0	13	15	1	0	28	5271
29.5095	1	0	1	1	2951	1	1	7	6	14	1	0	28	2433
29.604	1	0	1	1	2960	6	0	12	1	15	1	0	28	403
29.609	1	0	1	1	2961	1	0	0	13	15	1	0	28	5271
29.6095	1	0	1	1	2961	1	1	7	6	14	1	0	28	2433
29.704	1	0	1	1	2970	6	0	12	1	15	1	0	28	403
29.709	1	0	1	1	2971	1	0	0	13	15	1	0	28	5271
29.7095	1	0	1	1	2971	1	1	7	6	14	1	0	28	2433
29.804	1	0	1	1	2980	6	0	12	1	15	1	0	28	403
29.809	1	0	1	1	2981	1	0	0	13	15	1	0	28	5271
29.8095	1	0	1	1	2981	1	1	7	6	14	1	0	28	2433
29.904	1	0	1	1	2990	6	0	12	1	15	1	0	28	403
29.909	1	0	1	1	2991	1	0	0	13	15	1	0	28	5271
29.9095	1	0	1	1	2991	1	1	7	6	14	1	0	28	2433
30.004	1	0	1	1	3000	6	0	12	1	15	1	0	28	403
30.009	1	0	1	1	3001	1	0	0	13	15	1	0	28	5271
30.0095	1	0	1	1	3001	1	1	7	6	14	1	0	28	2433
30.104	1	0	1	1	3010	6	0	12	1	15	1	0	28	403
30.109	1	0	1	1	3011	1	0	0	13	15	1	0	28	5271
30.1095	1	0	1	1	3011	1	1	7	6	14	1	0	28	2433
30.204	1	0	1	1	3020	6	0	12	1	15	1	0	28	403
30.209	1	0	1	1	3021	1	0	0	13	15	1	0	28	5271
30.2095	1	0	1	1	3021	1	1	7	6	14	1	0	28	2433
30.304	1	0	1	1	3030	6	0	12	1	15	1	0	28	403
30.309	1	0	1	1	3031	1	0	0	13	15	1	0	28	5271
30.3095	1	0	1	1	3031	1	1	7	6	14	1	0	28	2433
30.404	1	0	1	1	3040	6	0	12	1	15	1	0	28	403
30.409	1	0	1	1	3041	1	0	0	13	15	1	0	28	5271
30.4095	1	0	1	1	3041	1	1	7	6	14	1	0	28	2433
30.504	1	0	1	1	3050	6	0	12	1	15	1	0	28	403
30.509	1	0	1	1	3051	1	0	0	13	15	1	0	28	5271
30.5095	1	0	1	1	3051	1	1	7	6	14	1	0	28	2433
30.604	1	0	1	1	3060	6	0	12	1	15	1	0	28	403
30.609	1	0	1	1	3061	1	0	0	13	15	1	0	28	5271
30.6095	1	0	1	1	3061	1	1	7	6	14	1	0	28	2433
30.704	1	0	1	1	3070	6	0	12	1	15	1	0	28	403
30.709	1	0	1	1	3071	1	0	0	13	15	1	0	28	5271
30.7095	1	0	1	1	3071	1	1	7	6	14	1	0	28	2433
30.804	1	0	1	1	3080	6	0	12	1	15	1	0	28	403
30.809	1	0	1	1	3081	1	0	0	13	15	1	0	28	5271
30.8095	1	0	1	1	3081	1	1	7	6	14	1	0	28	2433
30.904	1	0	1	1	3090	6	0	12	1	15	1	0	28	403
30.909	1	0	1	1	3091	1	0	0	13	15	1	0	28	5271
30.9095	1	0	1	1	3091	1	1	7	6	14	1	0	28	2433
31.004	1	0	1	1	3100	6	0	12	1	15	1	0	28	403
31.009	1	0	1	1	3101	1	0	0	13	15	1	0	28	5271
31.0095	1	0	1	1	3101	1	1	7	6	14	1	0	28	2433
31.104	1	0	1	1	3110	6	0	12	1	15	1	0	28	403
31.109	1	0	1	1	3111	1	0	0	13	15	1	0	28	5271
31.1095	1	0	1	1	3111	1	1	7	6	14	1	0	28	2433
31.204	1	0	1	1	3120	6	0	12	1	15	1	0	28	403
31.209	1	0	1	1	3121	1	0	0	13	15	1	0	28	5271
31.2095	1	0	1	1	3121	1	1	7	6	14	1	0	28	2433
31.304	1	0	1	1	3130	6	0	12	1	15	1	0	28	403
31.309	1	0	1	1	3131	1	0	0	13	15	1	0	28	5271
